,pert_id,pert_iname,pcl_id,pcl_name,pcl_type,pcl_source,pcl_criteria
1252,CGS001-3675,ITGA3,KD_INTEGRIN_SUBUNITS_ALPHA,Integrin subunits alpha LOF,LOF,Broad_moa,MoA
1253,CGS001-3685,ITGAV,KD_INTEGRIN_SUBUNITS_ALPHA,Integrin subunits alpha LOF,LOF,Broad_moa,MoA
1254,CGS001-25966,C2CD2,KD_C2_DOMAIN_CONTAINING,C2 domain containing LOF,LOF,Broad_moa,MoA
1255,CGS001-22841,RAB11FIP2,KD_C2_DOMAIN_CONTAINING,C2 domain containing LOF,LOF,Broad_moa,MoA
1256,CGS001-7405,UVRAG,KD_C2_DOMAIN_CONTAINING,C2 domain containing LOF,LOF,Broad_moa,MoA
1257,ccsbBroad304_06007,CISH,OE_SUPRESSORS_OF_CYTOKINE_SIGNALING,Supressors of cytokine signaling GOF,GOF,Broad_moa,MoA
1258,ccsbBroad304_02028,SOCS2,OE_SUPRESSORS_OF_CYTOKINE_SIGNALING,Supressors of cytokine signaling GOF,GOF,Broad_moa,MoA
1259,ccsbBroad304_04767,SOCS4,OE_SUPRESSORS_OF_CYTOKINE_SIGNALING,Supressors of cytokine signaling GOF,GOF,Broad_moa,MoA
1260,BRD-A51820102,econazole,CP_STEROL_DEMETHYLASE_INHIBITOR,Sterol demethylase inhibitor,CP,Broad_moa,MoA
1261,BRD-K29113274,ketoconazole,CP_STEROL_DEMETHYLASE_INHIBITOR,Sterol demethylase inhibitor,CP,Broad_moa,MoA
1262,BRD-K86204871,terconazole,CP_STEROL_DEMETHYLASE_INHIBITOR,Sterol demethylase inhibitor,CP,Broad_moa,MoA
1263,BRD-K90864987,cobalt(II)-chloride,CP_HIF_ACTIVATOR,HIF activator,CP,Broad_moa,MoA
1264,BRD-K88701661,dimercaptosuccinic-acid,CP_HIF_ACTIVATOR,HIF activator,CP,Broad_moa,MoA
1265,BRD-K44432556,VU-0418946-1,CP_HIF_ACTIVATOR,HIF activator,CP,Broad_moa,MoA
1266,BRD-K76907295,VU-0418947-2,CP_HIF_ACTIVATOR,HIF activator,CP,Broad_moa,MoA
1267,ccsbBroad304_06220,FOS,OE_FOS_TRANSCRIPTION_FACTOR_FAMILY,FOS transcription factor family GOF,GOF,Broad_moa,MoA
1268,ccsbBroad304_01858,FOSL1,OE_FOS_TRANSCRIPTION_FACTOR_FAMILY,FOS transcription factor family GOF,GOF,Broad_moa,MoA
1269,ccsbBroad304_00587,FOSL2,OE_FOS_TRANSCRIPTION_FACTOR_FAMILY,FOS transcription factor family GOF,GOF,Broad_moa,MoA
1270,CGS001-5585,PKN1,KD_C2_DOMAIN_CONTAINING_PROTEIN_KINASES,C2 domain containing protein kinases LOF,LOF,Broad_moa,MoA
1271,CGS001-5579,PRKCB,KD_C2_DOMAIN_CONTAINING_PROTEIN_KINASES,C2 domain containing protein kinases LOF,LOF,Broad_moa,MoA
1272,CGS001-5588,PRKCQ,KD_C2_DOMAIN_CONTAINING_PROTEIN_KINASES,C2 domain containing protein kinases LOF,LOF,Broad_moa,MoA
1273,CGS001-2068,ERCC2,KD_GENERAL_TRANSCRIPTION_FACTORS_GROUP_1,General transcription factors group 1 LOF,LOF,Broad_moa,MoA
1274,CGS001-2969,GTF2I,KD_GENERAL_TRANSCRIPTION_FACTORS_GROUP_1,General transcription factors group 1 LOF,LOF,Broad_moa,MoA
1275,CGS001-2976,GTF3C2,KD_GENERAL_TRANSCRIPTION_FACTORS_GROUP_1,General transcription factors group 1 LOF,LOF,Broad_moa,MoA
1276,ccsbBroad304_00561,FGFR1,OE_TARGETS_OF_VEGFR_INHIBITORS,Targets of VEGFR inhibitors GOF,GOF,Broad_moa,MoA
1277,ccsbBroad304_00580,FLT1,OE_TARGETS_OF_VEGFR_INHIBITORS,Targets of VEGFR inhibitors GOF,GOF,Broad_moa,MoA
1278,ccsbBroad304_06708,PDGFRB,OE_TARGETS_OF_VEGFR_INHIBITORS,Targets of VEGFR inhibitors GOF,GOF,Broad_moa,MoA
1279,CGS001-10038,PARP2,KD_POLY_ADP_RIBOSE_POLYMERASES,Poly ADP ribose polymerases LOF,LOF,Broad_moa,MoA
1280,CGS001-143,PARP4,KD_POLY_ADP_RIBOSE_POLYMERASES,Poly ADP ribose polymerases LOF,LOF,Broad_moa,MoA
1281,CGS001-80351,TNKS2,KD_POLY_ADP_RIBOSE_POLYMERASES,Poly ADP ribose polymerases LOF,LOF,Broad_moa,MoA
1283,BRD-K51313569,palbociclib,CP_CDK46_INHIBITOR,CDK46 INHIBITOR,CP,Drugbank,MoA
1282,BRD-K52172416,anastrozole,ENDOCRINE_THERAPY,Aromatase inhibitors,CP,UpToDate,Treatment HR+HER2-
2100,BRD-A09722536,cyclophosphamide,ADJUVANT_CHEMOTHERAPY,Adjuvant chemotherapy,CP,UpToDate,Treatment TNBC
3100,BRD-K30618791,docetaxel,ADJUVANT_CHEMOTHERAPY,Taxanes,CP,UpToDate,Treatment TNBC
4100,BRD-K63265447,docetaxel,ADJUVANT_CHEMOTHERAPY,Taxanes,CP,UpToDate,Treatment TNBC
5100,BRD-K42125900,docetaxel,ADJUVANT_CHEMOTHERAPY,Taxanes,CP,UpToDate,Treatment TNBC
6100,BRD-K92093830,doxorubicin,ADJUVANT_CHEMOTHERAPY,Anthracyclines,CP,UpToDate,Treatment TNBC
7100,BRD-A52530684,doxorubicin,ADJUVANT_CHEMOTHERAPY,Anthracyclines,CP,UpToDate,Treatment TNBC
8100,BRD-A76941896,doxorubicin,ADJUVANT_CHEMOTHERAPY,Anthracyclines,CP,UpToDate,Treatment TNBC
9100,BRD-K04548931,epirubicin,ADJUVANT_CHEMOTHERAPY,Anthracyclines,CP,UpToDate,Treatment TNBC
10100,BRD-A56518012,epirubicin,ADJUVANT_CHEMOTHERAPY,Anthracyclines,CP,UpToDate,Treatment TNBC
11100,BRD-K33425534,exemestane,ENDOCRINE_THERAPY,Aromatase inhibitors,CP,UpToDate,Treatment HR+HER2-
1284,BRD-A73741725,exemestane,ENDOCRINE_THERAPY,Aromatase inhibitors,CP,UpToDate,Treatment HR+HER2-
1310,BRD-K93923542,exemestane,ENDOCRINE_THERAPY,Aromatase inhibitors,CP,UpToDate,Treatment HR+HER2-
1410,BRD-K24844714,fluorouracil,ADJUVANT_CHEMOTHERAPY,Adjuvant chemotherapy,CP,UpToDate,Treatment TNBC
1510,BRD-A31801025,formestane,ENDOCRINE_THERAPY,Aromatase inhibitors,CP,UpToDate,Treatment HR+HER2-
1610,BRD-A42153648,formestane,ENDOCRINE_THERAPY,Aromatase inhibitors,CP,UpToDate,Treatment HR+HER2-
1710,BRD-K88789588,letrozole,ENDOCRINE_THERAPY,Aromatase inhibitors,CP,UpToDate,Treatment HR+HER2-
1810,BRD-A28746609,paclitaxel,ADJUVANT_CHEMOTHERAPY,Taxanes,CP,UpToDate,Treatment TNBC
1910,BRD-A23723433,paclitaxel,ADJUVANT_CHEMOTHERAPY,Taxanes,CP,UpToDate,Treatment TNBC
2010,BRD-K86858124,paclitaxel,ADJUVANT_CHEMOTHERAPY,Taxanes,CP,UpToDate,Treatment TNBC
2110,BRD-K04210847,tamoxifen,ENDOCRINE_THERAPY,Selective estrogen receptor ,CP,UpToDate,Treatment HR+HER2-
2210,BRD-K93754473,tamoxifen,ENDOCRINE_THERAPY,Selective estrogen receptor ,CP,UpToDate,Treatment HR+HER2-
2310,BRD-K43744935,tamoxifen,ENDOCRINE_THERAPY,Selective estrogen receptor ,CP,UpToDate,Treatment HR+HER2-
1307,BRD-K85606544,neratinib,CP_HER2_TARGET,HER2 Inhibitor,CP,Drugbank,Treatment HER2+ breast cancer
1308,BRD-K19687926,lapatinib,CP_HER2_TARGET,HER2 Antagonist,CP,Drugbank,Treatment HER2+ breast cancer
1309,BRD-M07438658,lapatinib,CP_HER2_TARGET,HER2 Antagonist,CP,Drugbank,Treatment HER2+ breast cancer
